,id,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews
0,1189243425411300671,Manhattan,Murray Hill,Entire home/apt,58.0,30,1
1,651593916026998398,Brooklyn,Flatlands,Private room,80.0,30,0
2,310325,Manhattan,Harlem,Private room,75.0,30,31
3,572612125615500056,Brooklyn,Sunset Park,Private room,45.0,30,6
4,1020282701018874374,Brooklyn,Bedford-Stuyvesant,Private room,47.0,30,0
5,640443472855597440,Brooklyn,Bedford-Stuyvesant,Private room,194.0,30,0
6,725482656106188093,Brooklyn,Bedford-Stuyvesant,Entire home/apt,400.0,30,0
7,681730243323738679,Brooklyn,Bushwick,Private room,79.0,30,14
8,1004979479809147241,Queens,Ridgewood,Private room,45.0,30,0
9,969035784970111373,Brooklyn,Bedford-Stuyvesant,Entire home/apt,225.0,30,5
10,773237631431486588,Brooklyn,Bedford-Stuyvesant,Private room,150.0,30,1
11,818099336473939614,Manhattan,Upper East Side,Entire home/apt,191.0,30,2
12,1097125455525075775,Brooklyn,Downtown Brooklyn,Private room,295.0,1,23
13,760086536368275287,Brooklyn,Williamsburg,Entire home/apt,495.0,30,8
14,1043748746630664860,Manhattan,Upper West Side,Private room,602.0,1,0
15,814741679869275205,Manhattan,Morningside Heights,Private room,149.0,30,1
16,762355634788904537,Brooklyn,Bushwick,Private room,56.0,30,2
17,978191817244397875,Brooklyn,Williamsburg,Entire home/apt,220.0,30,0
63,1005945620349053784,Bronx,Mount Hope,Private room,200.0,30,0
64,1032927026252673202,Brooklyn,East Flatbush,Entire home/apt,71.0,30,1
65,1169735081820698039,Brooklyn,Canarsie,Private room,97.0,30,0
66,14216896,Queens,Springfield Gardens,Entire home/apt,165.0,30,0
67,2999527,Manhattan,Financial District,Entire home/apt,600.0,30,2
68,613045587854720391,Manhattan,Washington Heights,Private room,250.0,30,2
69,47276861,Queens,Ridgewood,Entire home/apt,529.0,30,0
70,31178588,Manhattan,Washington Heights,Private room,125.0,30,12
71,23224129,Bronx,Highbridge,Private room,80.0,30,5
72,880473158416436159,Brooklyn,Flatbush,Entire home/apt,219.0,30,2
73,1203866180302079266,Brooklyn,Crown Heights,Private room,66.0,30,0
74,939431170319588496,Brooklyn,East New York,Entire home/apt,150.0,30,3
75,1139789223673640272,Queens,Maspeth,Private room,35.0,30,0
76,610418835243217843,Manhattan,Inwood,Private room,59.0,30,101
77,973354135681593503,Brooklyn,Cypress Hills,Private room,52.0,30,0
78,54131340,Queens,Rego Park,Entire home/apt,140.0,30,5
79,33937466,Queens,Astoria,Private room,100.0,30,11
80,715501176123029895,Bronx,Concourse,Entire home/apt,124.0,30,0
81,8190747,Queens,Sunnyside,Private room,75.0,30,2
82,948454620122891237,Brooklyn,Crown Heights,Shared room,65.0,30,0
83,1090118807511156994,Queens,Long Island City,Entire home/apt,50.0,30,0
84,32670456,Manhattan,Upper West Side,Entire home/apt,74.0,60,0
85,1051505442588448739,Manhattan,Chelsea,Entire home/apt,322.0,30,0
86,869485537018723078,Brooklyn,Bushwick,Private room,115.0,30,0
87,1220992923841391237,Manhattan,Hell's Kitchen,Private room,99.0,30,0
91,739333866230665371,Brooklyn,Fort Hamilton,Private room,89.0,31,0
92,838141198693830649,Manhattan,East Harlem,Entire home/apt,140.0,120,0
93,1233291236181154722,Brooklyn,Crown Heights,Private room,63.0,30,0
94,796986371882195221,Brooklyn,Bedford-Stuyvesant,Private room,48.0,30,0
95,1233332599257101768,Brooklyn,Crown Heights,Private room,36.0,30,0
96,1203101908839088892,Manhattan,Upper East Side,Entire home/apt,900.0,30,0
97,27454904,Manhattan,Harlem,Entire home/apt,225.0,30,78
98,27883,Manhattan,East Village,Entire home/apt,100.0,30,25
99,13234457,Brooklyn,Bedford-Stuyvesant,Entire home/apt,60.0,30,2
100,51927795,Brooklyn,Williamsburg,Entire home/apt,399.0,30,0
101,581828450067457846,Manhattan,Midtown,Entire home/apt,348.0,30,0
102,806559695552186402,Manhattan,Kips Bay,Entire home/apt,150.0,30,0
103,1010698130171630204,Manhattan,Kips Bay,Entire home/apt,101.0,30,0
104,1080524247229234431,Manhattan,Upper East Side,Entire home/apt,116.0,30,3
105,622964050408357805,Brooklyn,Carroll Gardens,Entire home/apt,200.0,30,0
106,913651695148256598,Brooklyn,Carroll Gardens,Private room,200.0,30,0
107,847907277684435044,Manhattan,Lower East Side,Private room,64.0,30,0
108,735631763810679610,Brooklyn,Greenpoint,Entire home/apt,300.0,30,0
109,748537688760859905,Manhattan,SoHo,Entire home/apt,180.0,30,1
110,4920338,Manhattan,Upper East Side,Entire home/apt,310.0,30,0
111,49009747,Manhattan,Upper East Side,Private room,53.0,30,0
112,980573611700193360,Manhattan,Upper West Side,Private room,119.0,30,9
113,675959117355164668,Manhattan,Hell's Kitchen,Private room,137.0,30,0
114,62925,Brooklyn,Greenpoint,Entire home/apt,285.0,30,172
115,27082137,Brooklyn,Williamsburg,Private room,60.0,30,0
116,1012904436227012265,Manhattan,Upper West Side,Entire home/apt,229.0,30,0
117,1071083738326573629,Brooklyn,Bushwick,Private room,46.0,30,1
118,1205761267577581112,Manhattan,Upper West Side,Private room,98.0,30,0
119,52025370,Manhattan,Chelsea,Entire home/apt,236.0,100,0
126,913179698983804232,Manhattan,Kips Bay,Private room,136.0,30,0
145,1174664876231706501,Manhattan,SoHo,Entire home/apt,600.0,30,0
166,43612639,Queens,Flushing,Private room,80.0,30,118
167,10350976,Manhattan,Harlem,Entire home/apt,105.0,30,0
168,1174000674878488117,Brooklyn,Fort Hamilton,Entire home/apt,250.0,30,0
169,54395062,Queens,Ridgewood,Entire home/apt,245.0,30,4
170,868172672914462379,Brooklyn,Fort Greene,Private room,51.0,30,0
171,1202874477964231897,Manhattan,Harlem,Entire home/apt,468.0,30,0
172,974059099437963900,Brooklyn,Cypress Hills,Entire home/apt,80.0,30,1
173,53460762,Manhattan,Washington Heights,Shared room,60.0,30,0
174,24784400,Queens,East Elmhurst,Entire home/apt,100.0,60,0
175,1081935749436412239,Queens,Springfield Gardens,Entire home/apt,120.0,30,0
176,982787887777810293,Queens,Sunnyside,Private room,124.0,1,10
177,837867086560680679,Queens,Astoria,Entire home/apt,150.0,30,5
178,947506677820065380,Brooklyn,Canarsie,Entire home/apt,70.0,30,3
179,828902214755540611,Brooklyn,Bensonhurst,Private room,50.0,30,1
180,975923866742134317,Brooklyn,Carroll Gardens,Private room,187.0,30,0
181,632632066789092268,Queens,Long Island City,Private room,60.0,30,0
182,4668244,Manhattan,Harlem,Private room,150.0,30,42
183,1138585505172289456,Manhattan,Hell's Kitchen,Entire home/apt,224.0,30,0
184,45988097,Queens,Woodside,Entire home/apt,329.0,30,139
197,886529699184775747,Staten Island,Dongan Hills,Entire home/apt,162.0,30,0
198,960875317288334604,Bronx,Throgs Neck,Private room,175.0,30,7
211,790530143812144447,Brooklyn,Bath Beach,Private room,203.0,30,0
212,45267941,Bronx,Morris Heights,Private room,107.0,30,0
213,1082660771919357919,Brooklyn,South Slope,Entire home/apt,340.0,30,0
214,44866024,Brooklyn,South Slope,Entire home/apt,325.0,60,0
215,53190949,Brooklyn,Brownsville,Private room,54.0,30,0
216,1208099973553742658,Brooklyn,Williamsburg,Private room,231.0,4,1
217,1168091987963126455,Brooklyn,Bedford-Stuyvesant,Entire home/apt,149.0,30,0
218,1029666092532042199,Queens,Sunnyside,Entire home/apt,280.0,30,0
219,1199996055054384181,Manhattan,East Village,Entire home/apt,180.0,30,0
220,46999617,Manhattan,East Village,Entire home/apt,175.0,30,5
221,303264,Manhattan,Harlem,Entire home/apt,250.0,30,8
222,42582390,Manhattan,Morningside Heights,Private room,155.0,30,0
223,1202348834470237181,Brooklyn,Bedford-Stuyvesant,Entire home/apt,230.0,30,0
224,773305417769982471,Manhattan,Upper West Side,Entire home/apt,130.0,30,0
225,52562444,Brooklyn,Greenpoint,Private room,208.0,30,0
226,1110201796954441182,Brooklyn,Williamsburg,Private room,120.0,30,0
227,50550783,Brooklyn,Bushwick,Private room,72.0,30,21
233,1138111749584246730,Brooklyn,Bushwick,Private room,40.0,30,0
267,805863165104844779,Bronx,Longwood,Private room,49.0,30,17
268,810121182812488899,Brooklyn,Mill Basin,Entire home/apt,444.0,30,0
269,42220146,Brooklyn,Sheepshead Bay,Private room,99.0,30,0
270,1224117475056038174,Brooklyn,East New York,Private room,43.0,30,0
271,946191121459066867,Bronx,Morris Heights,Private room,65.0,30,0
272,33077083,Brooklyn,Gravesend,Private room,160.0,30,1
273,1042002912312009311,Brooklyn,Williamsburg,Entire home/apt,250.0,30,0
274,39929061,Manhattan,Washington Heights,Entire home/apt,75.0,30,12
275,25235760,Queens,Astoria,Private room,43.0,30,1
276,26327452,Brooklyn,Crown Heights,Private room,75.0,30,4
277,654544771425247916,Brooklyn,Flatlands,Private room,104.0,30,2
278,768469248929332207,Brooklyn,East New York,Private room,150.0,30,0
279,1164402494958427969,Bronx,Kingsbridge,Private room,33.0,30,0
280,1826701,Manhattan,Harlem,Private room,65.0,30,10
281,818879228507700705,Brooklyn,East Flatbush,Private room,65.0,30,15
282,53357250,Manhattan,East Harlem,Private room,100.0,30,4
283,627075354277215363,Queens,Long Island City,Private room,95.0,30,0
284,773214568696699034,Brooklyn,Crown Heights,Entire home/apt,282.0,30,3
285,1204425369999207217,Manhattan,Harlem,Private room,48.0,30,0
286,1112943486461239157,Manhattan,Upper West Side,Entire home/apt,142.0,30,0
287,16962471,Manhattan,Harlem,Private room,137.0,30,2
288,766040817482157705,Brooklyn,Williamsburg,Entire home/apt,146.0,30,6
289,1020696614069404268,Manhattan,Upper East Side,Private room,85.0,30,0
305,1013896771741699739,Queens,Bayside,Private room,76.0,30,0
353,572326531219816196,Manhattan,Hell's Kitchen,Entire home/apt,402.0,31,0
359,15476794,Queens,Queens Village,Entire home/apt,125.0,30,0
364,53343701,Bronx,Van Nest,Entire home/apt,500.0,30,5
388,1080563234569887520,Manhattan,Midtown,Private room,150.0,30,0
443,1047936827694607886,Queens,Flushing,Private room,54.0,30,0
449,556637820525993937,Queens,Flushing,Private room,45.0,30,0
451,39411592,Queens,Flushing,Private room,70.0,30,0
458,570245065716823858,Queens,Kew Gardens Hills,Private room,700.0,30,1
470,1146548462465101629,Manhattan,Midtown,Entire home/apt,190.0,30,0
475,35496842,Bronx,Williamsbridge,Entire home/apt,70.0,30,73
492,726038186245781989,Queens,Rockaway Beach,Entire home/apt,73.0,30,9
493,891259523090721267,Bronx,Schuylerville,Entire home/apt,72.0,120,0
494,1000972009684425031,Brooklyn,Sheepshead Bay,Private room,45.0,30,1
495,906708901829665684,Queens,East Elmhurst,Entire home/apt,105.0,30,0
496,552782382741181875,Queens,East Elmhurst,Private room,50.0,30,0
501,1224652167402740564,Brooklyn,Park Slope,Entire home/apt,191.0,30,0
503,54263674,Manhattan,Upper East Side,Entire home/apt,100.0,30,10
504,1097848686671487952,Manhattan,East Harlem,Private room,57.0,30,0
505,736216685759993219,Brooklyn,Williamsburg,Private room,84.0,30,0
506,595025950780985584,Queens,South Ozone Park,Entire home/apt,98.0,30,0
507,583325206900651137,Queens,Ridgewood,Private room,46.0,30,0
508,714525159374684074,Queens,Forest Hills,Entire home/apt,338.0,30,0
509,836466517534567973,Queens,Springfield Gardens,Entire home/apt,185.0,30,0
510,39340734,Brooklyn,Carroll Gardens,Private room,75.0,90,0
511,820166028658823579,Brooklyn,Bedford-Stuyvesant,Entire home/apt,90.0,30,51
521,784294277993627702,Brooklyn,Sheepshead Bay,Private room,600.0,30,3
522,803150657798963011,Brooklyn,East Flatbush,Private room,79.0,30,1
523,1169296521633718073,Brooklyn,Crown Heights,Entire home/apt,110.0,30,0
524,46671693,Brooklyn,Greenpoint,Private room,72.0,30,5
525,710385606950283114,Bronx,Belmont,Private room,82.0,30,40
541,29800915,Bronx,Allerton,Entire home/apt,59.0,30,62
563,1167308666261923584,Queens,Jamaica,Private room,144.0,30,0
573,724517724355614663,Queens,Jamaica Estates,Private room,66.0,30,0
574,968830288719518320,Bronx,Throgs Neck,Shared room,280.0,30,0
576,43530040,Bronx,Baychester,Entire home/apt,66.0,30,0
577,751699636457395715,Queens,Flushing,Private room,70.0,30,0
603,21818110,Queens,Flushing,Private room,48.0,30,22
604,839233785270413877,Queens,Far Rockaway,Private room,40.0,30,0
609,937880575429081454,Queens,Sunnyside,Entire home/apt,199.0,30,0
610,815196047046719915,Brooklyn,Brownsville,Entire home/apt,223.0,30,16
611,820361475735199804,Brooklyn,Williamsburg,Entire home/apt,159.0,30,4
612,1208037661418104948,Queens,Corona,Private room,97.0,30,0
613,765990025204967594,Brooklyn,Bay Ridge,Private room,71.0,30,20
614,10824871,Manhattan,SoHo,Entire home/apt,120.0,30,7
615,1121085081120589834,Manhattan,Little Italy,Entire home/apt,175.0,30,0
617,45524309,Manhattan,Harlem,Private room,60.0,30,0
618,38609434,Brooklyn,East Flatbush,Private room,120.0,30,1
619,973379136714119879,Brooklyn,Cypress Hills,Private room,45.0,30,0
620,1032106564091058063,Manhattan,Harlem,Entire home/apt,100.0,30,0
621,1177479478277828907,Manhattan,Upper East Side,Private room,99.0,30,0
622,790126950595547841,Manhattan,Upper West Side,Entire home/apt,155.0,30,0
623,45494351,Manhattan,Chinatown,Private room,97.0,30,0
624,1151565053985705122,Brooklyn,Bedford-Stuyvesant,Entire home/apt,250.0,30,0
626,649219147279911928,Brooklyn,Brownsville,Private room,37.0,30,1
651,634696594171846190,Manhattan,Midtown,Entire home/apt,190.0,30,0
654,848458045522763649,Staten Island,Oakwood,Entire home/apt,175.0,30,0
659,1181127097467285907,Brooklyn,Williamsburg,Private room,447.0,1,0
672,1173927882151572672,Manhattan,Upper East Side,Entire home/apt,500.0,31,0
673,766186374255566430,Queens,Jamaica,Private room,85.0,1,60
674,726026082789429635,Queens,Rockaway Beach,Entire home/apt,113.0,30,2
675,854439069631231361,Queens,Ditmars Steinway,Private room,117.0,30,0
676,51042544,Brooklyn,Gravesend,Entire home/apt,90.0,30,53
694,958972019916575251,Staten Island,Grant City,Private room,53.0,30,2
695,902225058371011638,Bronx,Throgs Neck,Private room,100.0,30,3
696,921731972122044707,Queens,Arverne,Private room,955.0,30,0
705,37262517,Manhattan,Harlem,Entire home/apt,160.0,30,13
706,36698970,Manhattan,Harlem,Private room,140.0,30,70
707,53358037,Queens,Arverne,Entire home/apt,250.0,30,1
708,1046506922921701131,Brooklyn,Kensington,Private room,46.0,30,0
709,888236603222563816,Manhattan,Harlem,Private room,98.0,30,0
710,1137622612757446323,Manhattan,Harlem,Private room,48.0,30,0
711,14215652,Manhattan,West Village,Entire home/apt,180.0,30,90
712,598713051061239312,Brooklyn,East Flatbush,Entire home/apt,120.0,30,16
713,24057583,Staten Island,Clifton,Private room,69.0,30,94
714,1126919451935895188,Manhattan,Chelsea,Entire home/apt,200.0,28,0
737,51883399,Manhattan,East Village,Private room,101.0,30,0
742,1158031589091051555,Manhattan,East Village,Entire home/apt,449.0,30,0
745,1035076510299200218,Queens,St. Albans,Private room,65.0,30,0
746,963816554240880833,Manhattan,East Village,Entire home/apt,375.0,30,0
750,1033569522990106101,Manhattan,Hell's Kitchen,Entire home/apt,1029.0,1,13
756,902718214390417979,Brooklyn,Bushwick,Private room,38.0,90,0
757,691373277862293232,Brooklyn,Bushwick,Entire home/apt,155.0,30,18
768,786149074369437257,Bronx,Wakefield,Private room,152.0,30,0
769,50735000,Queens,Cambria Heights,Private room,99.0,30,3
770,880643090819651668,Brooklyn,Flatbush,Entire home/apt,220.0,30,5
774,737474142949878796,Brooklyn,Canarsie,Private room,80.0,30,1
775,845209255123786924,Brooklyn,East New York,Private room,69.0,30,2
776,31612381,Manhattan,Harlem,Private room,55.0,30,2
777,892205665073544010,Queens,Forest Hills,Entire home/apt,90.0,30,3
778,22980907,Brooklyn,Kensington,Private room,55.0,30,246
779,44229,Brooklyn,Fort Greene,Private room,110.0,30,232
780,564682824371493121,Queens,Rosedale,Entire home/apt,480.0,2,108
781,49077426,Brooklyn,Flatbush,Private room,51.0,30,0
782,1061633131713767733,Queens,Flushing,Private room,351.0,1,0
783,28518077,Manhattan,Washington Heights,Private room,75.0,30,10
784,1123508465565975975,Brooklyn,Williamsburg,Private room,56.0,30,0
785,46065989,Brooklyn,Prospect-Lefferts Gardens,Private room,49.0,30,0
786,713136715421041302,Queens,Astoria,Private room,49.0,30,6
787,608883254672780320,Brooklyn,Prospect Heights,Private room,44.0,30,0
788,798082812604809443,Brooklyn,Prospect Heights,Private room,129.0,30,0
789,1177572288353147259,Bronx,Mott Haven,Private room,206.0,1,0
790,48440192,Bronx,Mount Hope,Entire home/apt,125.0,30,0
791,1229887426591375584,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,250.0,30,0
792,775422512052165889,Brooklyn,Sunset Park,Entire home/apt,108.0,30,0
793,704838,Queens,Woodside,Entire home/apt,95.0,30,96
794,1195149260122673944,Brooklyn,East New York,Shared room,75.0,30,0
795,828634131024731719,Brooklyn,Flatbush,Entire home/apt,150.0,30,5
796,1140826486792959082,Manhattan,East Harlem,Entire home/apt,203.0,3,3
797,48456241,Brooklyn,Crown Heights,Entire home/apt,209.0,30,98
798,4711396,Queens,Astoria,Private room,99.0,30,1
799,632752608177110815,Queens,Long Island City,Private room,65.0,30,5
800,629728707925098234,Queens,Sunnyside,Private room,50.0,30,10
801,53402699,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,350.0,30,50
802,592736448808176674,Queens,Astoria,Entire home/apt,130.0,30,9
803,1120370336809286836,Brooklyn,Bedford-Stuyvesant,Private room,44.0,30,0
804,1177584579631159595,Brooklyn,Bushwick,Private room,55.0,30,0
805,54022749,Brooklyn,Bedford-Stuyvesant,Private room,165.0,30,4
806,990051005387087434,Queens,St. Albans,Entire home/apt,116.0,30,0
807,853527797749614251,Queens,Ridgewood,Private room,35.0,30,0
808,969020047281643924,Brooklyn,Cypress Hills,Private room,45.0,30,3
809,793077855709558476,Brooklyn,Flatlands,Private room,66.0,30,10
810,649819721923399503,Brooklyn,Flatbush,Private room,71.0,30,6
811,1043446269533438345,Brooklyn,East Flatbush,Private room,150.0,30,0
812,18718195,Manhattan,Roosevelt Island,Private room,140.0,30,92
821,692599752789657674,Brooklyn,Bushwick,Private room,66.0,30,3
822,647125962319558621,Manhattan,Upper East Side,Entire home/apt,165.0,30,0
825,1046632736813066395,Manhattan,Chelsea,Entire home/apt,511.0,30,0
833,53937868,Brooklyn,Brownsville,Entire home/apt,165.0,60,9
855,656613711417727477,Queens,Bayside,Private room,45.0,30,0
859,17685710,Bronx,Wakefield,Private room,54.0,30,15
860,947184015001854560,Queens,Flushing,Private room,70.0,30,7
861,1175282215984440434,Brooklyn,Fort Hamilton,Entire home/apt,250.0,30,0
862,993554226277677368,Brooklyn,East New York,Private room,71.0,30,3
863,31836311,Queens,Elmhurst,Private room,34.0,30,4
864,861425260494982827,Brooklyn,Cypress Hills,Entire home/apt,99.0,30,5
865,1236186462408809498,Manhattan,Harlem,Private room,72.0,30,0
866,38161818,Manhattan,Washington Heights,Private room,40.0,30,7
867,832361738655225020,Manhattan,Harlem,Private room,76.0,30,0
868,1213210056918462988,Brooklyn,East Flatbush,Private room,104.0,30,0
869,746356369135138280,Manhattan,Washington Heights,Shared room,14.0,30,1
870,52267290,Brooklyn,Borough Park,Private room,48.0,30,3
871,1066102862445188127,Brooklyn,Bedford-Stuyvesant,Entire home/apt,240.0,30,0
872,41976399,Queens,Astoria,Private room,50.0,30,44
873,28165121,Brooklyn,Flatbush,Private room,82.0,30,132
874,1234877710945845565,Manhattan,Harlem,Private room,53.0,30,0
875,1198752324486006811,Queens,Ditmars Steinway,Private room,111.0,3,0
876,1105895433928720782,Brooklyn,Clinton Hill,Entire home/apt,752.0,3,20
877,1013106338310034298,Brooklyn,Prospect Heights,Entire home/apt,250.0,30,1
878,1132949981878599275,Brooklyn,Prospect-Lefferts Gardens,Private room,39.0,30,1
879,996659251355170013,Brooklyn,Bay Ridge,Entire home/apt,141.0,30,1
880,836909205162247606,Brooklyn,Prospect-Lefferts Gardens,Private room,49.0,30,11
881,54164726,Brooklyn,Flatbush,Private room,145.0,30,1
882,43931225,Queens,Woodside,Private room,43.0,30,1
883,29152320,Brooklyn,East New York,Entire home/apt,120.0,30,38
884,8281889,Brooklyn,Williamsburg,Private room,150.0,30,4
885,827846475904191618,Brooklyn,Flatbush,Private room,34.0,90,0
886,633939380745222351,Brooklyn,Flatbush,Entire home/apt,275.0,30,24
887,45139002,Queens,Woodside,Private room,89.0,30,102
888,47181609,Brooklyn,Crown Heights,Private room,75.0,30,180
889,582372,Queens,Astoria,Private room,69.0,365,22
890,599114974037879224,Brooklyn,Williamsburg,Private room,800.0,30,0
891,53215556,Brooklyn,Brownsville,Entire home/apt,160.0,30,57
892,43806406,Queens,Astoria,Private room,50.0,30,1
893,50381056,Brooklyn,East New York,Entire home/apt,295.0,30,97
894,1152372080092135348,Manhattan,Harlem,Private room,104.0,30,0
895,639317233046143765,Queens,East Elmhurst,Entire home/apt,264.0,30,13
896,1018963765856272885,Bronx,Highbridge,Entire home/apt,183.0,2,17
897,1096450069997473598,Brooklyn,Bay Ridge,Private room,34.0,30,0
898,664633132220977386,Staten Island,Tompkinsville,Entire home/apt,130.0,30,79
899,732499499283055968,Queens,Ridgewood,Private room,45.0,30,0
900,925307278101325712,Brooklyn,Fort Greene,Private room,47.0,30,0
901,8664611,Staten Island,West Brighton,Entire home/apt,86.0,30,230
902,878248054168336219,Brooklyn,East Flatbush,Private room,64.0,30,0
903,1110905168675081715,Queens,Richmond Hill,Private room,128.0,30,0
904,808441061597095328,Manhattan,Harlem,Private room,65.0,30,0
905,96471,Brooklyn,Clinton Hill,Private room,171.0,30,11
906,29269102,Brooklyn,East Flatbush,Private room,92.0,30,20
907,817337173977098818,Queens,Middle Village,Entire home/apt,227.0,2,65
908,1654929,Brooklyn,Flatbush,Private room,95.0,30,256
909,26422113,Brooklyn,East Flatbush,Private room,34.0,30,15
910,1116912932427140492,Brooklyn,East Flatbush,Entire home/apt,104.0,30,0
911,727002652481662101,Staten Island,Port Richmond,Private room,40.0,30,1
912,1096458753806309063,Brooklyn,Prospect Heights,Private room,39.0,30,0
913,1212347649197198907,Queens,Flushing,Entire home/apt,100.0,30,1
914,806899252911679312,Brooklyn,Crown Heights,Private room,150.0,30,0
915,20677750,Bronx,Mount Hope,Entire home/apt,214.0,30,0
916,1051730788488389156,Brooklyn,Bushwick,Private room,34.0,30,0
917,4428854,Brooklyn,Greenpoint,Private room,65.0,30,198
918,826599599878574458,Manhattan,Harlem,Private room,74.0,30,0
919,51400328,Brooklyn,Prospect-Lefferts Gardens,Private room,47.0,30,0
920,678331335413405358,Brooklyn,Crown Heights,Entire home/apt,160.0,30,23
921,1087901565405749798,Manhattan,Harlem,Private room,72.0,30,0
922,866640149596607044,Brooklyn,Brownsville,Entire home/apt,140.0,30,21
923,788623244188373762,Manhattan,Little Italy,Entire home/apt,240.0,30,1
924,1102297995476744783,Brooklyn,Bedford-Stuyvesant,Private room,61.0,30,0
925,1074599184000313679,Brooklyn,Crown Heights,Private room,51.0,30,0
926,1164512721184646213,Manhattan,Upper East Side,Entire home/apt,623.0,30,0
927,3616173,Brooklyn,Carroll Gardens,Private room,79.0,30,115
928,862664998185425084,Queens,Astoria,Entire home/apt,189.0,30,16
929,13674349,Brooklyn,Bedford-Stuyvesant,Entire home/apt,139.0,30,98
930,642617234993807538,Brooklyn,Crown Heights,Entire home/apt,350.0,31,46
931,804263080422812027,Manhattan,Harlem,Entire home/apt,108.0,30,38
932,716560648283336637,Brooklyn,Crown Heights,Entire home/apt,240.0,30,0
933,688500937567104673,Queens,Astoria,Entire home/apt,85.0,30,8
934,816182291434872215,Brooklyn,Bedford-Stuyvesant,Private room,56.0,30,10
935,1102280523543975933,Brooklyn,Bedford-Stuyvesant,Private room,61.0,30,0
936,27361377,Manhattan,Hell's Kitchen,Private room,105.0,30,1
937,605734646204848683,Queens,Long Island City,Entire home/apt,135.0,30,45
938,13408222,Brooklyn,East Flatbush,Entire home/apt,139.0,30,106
939,1089725892764328452,Manhattan,Two Bridges,Private room,52.0,30,0
940,936218,Manhattan,Harlem,Private room,60.0,30,36
941,51968666,Manhattan,Chelsea,Entire home/apt,1028.0,30,48
942,1008782792044941009,Manhattan,Harlem,Private room,57.0,30,0
943,847117939267245013,Brooklyn,Bedford-Stuyvesant,Private room,47.0,30,0
944,343766,Queens,Long Island City,Entire home/apt,87.0,30,4
945,1232921272429417066,Manhattan,Harlem,Entire home/apt,188.0,30,0
946,1193544361676194650,Manhattan,Chelsea,Entire home/apt,50.0,30,0
947,917521967079126177,Manhattan,Harlem,Private room,72.0,30,2
948,866654663028165236,Brooklyn,Williamsburg,Entire home/apt,334.0,1,46
949,774790005240645091,Manhattan,Upper East Side,Private room,76.0,30,43
950,39627727,Manhattan,Financial District,Entire home/apt,393.0,1,427
951,837710715465059182,Manhattan,Upper West Side,Entire home/apt,320.0,31,0
952,14139553,Manhattan,Upper East Side,Entire home/apt,161.0,30,32
953,44243762,Manhattan,Chelsea,Private room,55.0,30,0
954,755808864708679787,Brooklyn,Bushwick,Private room,140.0,30,3
955,43388163,Queens,Woodside,Private room,35.0,30,4
956,950633540058086852,Brooklyn,Williamsburg,Private room,68.0,30,2
957,51804585,Staten Island,"Chelsea, Staten Island",Entire home/apt,70.0,30,2
958,52132742,Brooklyn,Bay Ridge,Private room,50.0,30,1
959,645088514323491657,Queens,Jamaica Estates,Shared room,66.0,30,0
960,815406323850393403,Queens,Richmond Hill,Private room,37.0,30,16
961,1215457493984728693,Manhattan,Harlem,Private room,92.0,30,0
962,688696272821787483,Queens,Flushing,Entire home/apt,263.0,30,60
963,867385242229456287,Staten Island,Willowbrook,Entire home/apt,140.0,30,2
964,1173054019210100154,Brooklyn,East New York,Entire home/apt,175.0,30,0
965,855628419776805881,Queens,Ridgewood,Entire home/apt,181.0,30,5
966,1213918539223846664,Queens,Ditmars Steinway,Private room,100.0,1,0
967,1026374295595084575,Queens,Ditmars Steinway,Entire home/apt,84.0,30,4
968,994767238822016447,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,98.0,30,0
969,28250448,Bronx,Concourse,Private room,90.0,2,81
970,53211837,Queens,Astoria,Private room,62.0,30,27
971,625101948280782536,Bronx,Mott Haven,Entire home/apt,166.0,30,0
972,53666929,Brooklyn,Bedford-Stuyvesant,Entire home/apt,190.0,30,109
973,1234737114054544276,Bronx,Morrisania,Private room,46.0,30,0
974,691109892839269230,Brooklyn,Prospect Heights,Entire home/apt,179.0,30,4
975,53320872,Brooklyn,Bedford-Stuyvesant,Private room,43.0,90,0
976,1176936179607448594,Brooklyn,Bushwick,Private room,45.0,30,1
977,618390733290143782,Brooklyn,East New York,Entire home/apt,83.0,30,4
978,1155316551298844152,Brooklyn,Crown Heights,Entire home/apt,203.0,2,9
979,1223346263918996556,Brooklyn,Williamsburg,Private room,76.0,30,0
980,1174005538017582985,Brooklyn,Fort Hamilton,Entire home/apt,250.0,30,0
981,1046352281440824954,Queens,Elmhurst,Entire home/apt,170.0,30,1
982,1096604925689700051,Brooklyn,Bedford-Stuyvesant,Private room,36.0,30,0
983,691695581479158288,Queens,Ditmars Steinway,Shared room,157.0,30,0
984,1164830197529690298,Queens,Astoria,Private room,85.0,7,5
985,1198181400818466713,Queens,Maspeth,Entire home/apt,115.0,30,1
986,1112291569465739144,Manhattan,Harlem,Entire home/apt,421.0,30,0
987,1002938301240121368,Brooklyn,Crown Heights,Entire home/apt,206.0,1,35
988,912606299691564920,Manhattan,Harlem,Shared room,100.0,30,0
989,893468101723043768,Manhattan,Harlem,Entire home/apt,150.0,30,0
